State,District,Total Population,Median Age,Male Pop,Female Pop,Male Pct,White Pop,White Pct,2012 Outcome,2014 Outcome,2016 Outcome,2018 Outcome
California,26,732091,38,361549,370542,0.493858004,588300,0.803588625,Democrat,Democrat,Democrat,Democrat
California,27,717980,41.2,350602,367378,0.488317223,265889,0.370329257,Democrat,Democrat,Democrat,Democrat
California,28,719156,40.3,359954,359202,0.500522835,490429,0.681950787,Democrat,Democrat,Democrat,Democrat
California,29,713745,35.3,355646,358099,0.498281599,404339,0.566503443,Democrat,Democrat,Democrat,Democrat
California,30,771201,39.3,381024,390177,0.494065749,486606,0.630971692,Democrat,Democrat,Democrat,Democrat
California,31,762208,33,372424,389784,0.488612032,452790,0.594050443,Republican,Democrat,Democrat,Democrat
California,32,725317,37.1,356350,368967,0.491302424,314430,0.433507005,Democrat,Democrat,Democrat,Democrat
California,33,705588,41.2,337867,367721,0.478844595,509336,0.721860349,Democrat,Democrat,Democrat,Democrat
California,34,763303,34.8,391128,372175,0.512415122,282523,0.370132176,Democrat,Democrat,Democrat,Democrat
California,35,745237,32.6,380194,365043,0.510165223,341600,0.45837767,Democrat,Democrat,Democrat,Democrat
